invoice_no	fan	radiator	engine	temp	starts	low_oil	oil_light
5081	1	1	0	1	1	0	1
5082	1	1	0	1	1	0	0
5083	1	1	0	1	1	0	1
5084	1	1	0	1	1	1	0
5085	0	0	1	0	1	0	1
5086	1	1	0	0	1	0	1
5087	1	1	1	0	1	0	0
5088	1	1	0	1	0	0	1
5089	1	1	0	0	1	0	0
5090	1	1	0	1	0	1	0
5091	0	1	0	1	1	0	1
5092	1	1	0	0	1	1	0
5093	1	1	0	1	1	0	0
5094	1	1	0	0	1	0	0
5095	0	1	1	0	1	0	0
5096	1	1	1	0	1	0	1
5097	1	1	1	0	1	1	0
5098	0	1	1	0	0	0	0
5099	1	1	0	0	1	0	0
5100	0	0	1	0	1	1	0
5101	1	0	0	1	1	0	0
5102	0	1	0	1	1	0	1
5103	0	1	0	1	1	0	0
5104	1	1	1	0	1	0	1
5105	1	1	0	1	1	1	0
5106	1	1	0	1	1	1	0
5107	0	1	1	0	1	1	0
5108	1	1	0	1	1	0	1
5109	1	0	0	0	1	0	1
5110	1	1	0	0	1	0	1
5111	1	1	0	0	1	0	1
5112	1	1	0	1	1	1	0
5113	1	1	0	1	1	0	1
5114	1	1	0	0	1	0	1
5115	1	1	0	1	1	1	0
5116	1	1	1	0	1	0	1
5117	0	1	1	0	1	1	0
5118	1	1	0	1	1	0	1
5119	1	1	0	0	0	0	1
5120	1	0	1	1	0	1	0
5121	1	0	0	1	1	1	0
5122	1	1	0	0	1	1	0
5123	1	1	0	0	1	0	1
5124	1	0	0	1	1	1	0
5125	0	1	0	1	1	0	1
5126	1	1	0	1	1	1	0
5127	0	1	1	0	1	0	1
5128	1	1	0	1	1	1	1
5129	0	1	1	0	1	1	0
5130	1	1	0	1	1	0	1
5131	1	0	0	1	1	0	1
5132	1	1	0	0	1	0	1
5133	1	0	1	0	1	0	1
5134	1	1	0	0	1	0	1
5135	1	1	0	1	0	0	1
5136	0	1	1	0	1	0	1
5137	1	1	0	1	1	0	1
5138	1	1	0	1	1	0	1
5139	1	1	0	1	1	0	1
5140	1	1	0	1	1	0	1
5141	1	1	0	1	1	0	1
5142	1	1	0	1	1	0	0
5143	1	1	0	1	1	0	1
5144	1	1	0	1	1	0	1
5145	1	1	0	0	0	0	1
5146	1	0	1	0	1	0	1
5147	1	1	0	1	1	0	0
5148	1	1	0	1	1	0	1
5149	1	1	0	0	1	0	1
5150	1	1	0	1	1	1	0
5151	1	0	1	0	1	1	0
5152	1	1	0	0	1	1	0
5153	1	1	0	1	0	1	0
5154	1	1	0	0	1	0	1
5155	1	1	0	0	1	1	0
5156	0	1	1	0	1	0	0
5157	1	0	1	0	1	0	1
5158	1	1	0	1	1	0	1
5159	1	1	0	1	1	0	1
5160	1	1	0	1	1	0	1
5161	0	1	0	1	1	0	1
5162	0	1	0	1	0	0	1
5163	0	1	1	0	1	0	1
5164	1	1	0	1	0	0	1
5165	1	1	0	0	1	1	0
5166	1	1	0	0	1	0	1
5167	1	1	0	1	1	0	1
5168	1	1	0	1	1	0	1
5169	1	1	0	0	0	0	1
5170	1	0	1	0	0	0	1
5171	1	1	0	0	0	0	1
5172	1	1	0	1	1	0	1
5173	1	1	0	0	1	0	1
5174	1	1	0	0	1	1	0
5175	1	1	0	0	1	1	0
5176	1	1	0	0	1	0	0
5177	1	1	0	1	1	0	1
5178	1	0	0	1	1	0	1
5179	1	1	1	0	1	0	0
5180	0	1	1	0	1	1	0
5181	1	1	0	1	1	0	1
5182	1	1	0	0	1	1	0
5183	1	1	0	0	1	1	0
5184	1	0	0	0	1	1	0
5185	1	1	0	0	0	0	1
5186	1	1	0	1	1	0	1
5187	1	1	0	1	1	0	1
5188	1	1	0	1	1	1	0
5189	1	1	1	0	1	1	0
5190	1	1	0	1	1	1	0
5191	1	0	1	0	1	0	1
5192	0	1	1	0	0	0	1
5193	0	1	1	0	1	0	1
5194	1	1	1	0	0	0	1
5195	1	1	1	0	1	1	0
5196	1	1	0	0	1	0	1
5197	1	1	0	1	0	0	1
5198	1	1	0	1	1	1	0
5199	1	0	1	0	0	1	0
5200	1	1	0	1	1	1	0
5201	1	1	0	0	1	0	1
5202	1	1	1	0	0	1	1
5203	1	1	0	0	1	0	1
5204	1	1	0	1	1	0	1
5205	1	1	0	0	1	1	0
5206	1	1	0	1	1	0	1
5207	1	1	0	1	1	0	1
5208	1	1	0	0	1	0	0
5209	0	0	0	0	1	1	1
5210	1	1	0	1	1	0	1
5211	0	1	1	0	1	0	1
5212	1	1	0	1	1	1	0
5213	1	1	0	1	1	0	1
5214	1	1	0	1	1	0	1
5215	1	1	0	1	1	1	0
5216	1	1	1	0	0	0	1
5217	0	1	0	0	1	0	1
5218	1	1	0	1	1	1	0
5219	1	0	1	0	0	1	0
5220	1	1	0	0	1	0	1
5221	0	1	0	0	1	0	1
5222	0	0	1	0	1	0	1
5223	1	1	0	1	1	1	0
5224	1	1	0	1	1	0	1
5225	1	1	0	1	0	1	0
5226	1	0	1	0	0	0	1
5227	1	1	0	1	0	0	0
5228	1	1	0	0	1	0	1
5229	0	1	1	0	1	1	0
5230	0	1	1	0	1	0	1
5231	1	1	0	1	1	0	0
5232	1	1	0	0	1	0	1
5233	1	1	0	0	1	0	0
5234	1	1	0	1	1	0	1
5235	1	1	0	0	1	0	1
5236	1	1	1	0	1	0	1
5237	0	1	1	0	0	0	1
5238	1	1	0	1	0	0	1
5239	0	1	1	0	0	0	1
5240	1	1	0	1	1	1	0
5241	1	0	0	0	1	0	1
5242	0	0	1	0	1	0	1
5243	1	0	1	0	1	0	0
5244	1	1	0	0	1	0	1
5245	1	1	0	0	1	0	1
5246	1	1	0	1	1	1	0
5247	0	0	0	1	1	1	0
5248	1	1	0	1	1	1	0
5249	1	1	0	0	1	0	1
5250	1	0	0	1	1	1	1
5251	1	0	1	0	1	0	1
5252	0	1	1	0	1	1	0
5253	0	1	1	0	1	0	1
5254	1	1	0	1	1	0	1
5255	0	1	0	0	1	0	1
5256	1	0	1	0	0	0	1
5257	1	0	1	0	1	0	1
5258	1	0	0	1	1	0	0
5259	1	0	0	1	1	0	1
5260	1	0	0	1	1	1	0
5261	1	1	0	0	1	1	0
5262	1	1	1	0	1	0	1
5263	1	1	0	0	1	0	0
5264	1	1	0	0	1	0	1
5265	1	0	0	0	1	1	0
5266	1	1	0	1	1	1	0
5267	1	1	0	1	1	0	1
5268	0	1	1	0	0	0	0
5269	0	1	1	1	1	1	0
5270	1	1	0	0	0	0	1
5271	1	1	0	0	0	0	1
5272	0	1	0	1	1	0	1
5273	1	1	0	1	1	0	1
5274	1	0	0	1	1	0	1
5275	0	1	1	0	1	0	1
5276	1	1	0	0	1	1	0
5277	1	1	0	1	1	1	0
5278	1	1	0	1	1	0	1
5279	1	1	1	0	1	0	1
5280	1	0	1	0	0	1	0
5281	1	1	1	1	1	0	1
5282	1	1	0	0	1	0	1
5283	1	1	1	0	1	1	0
5284	0	0	1	0	1	0	1
5285	0	1	0	1	1	0	1
5286	1	0	0	1	1	0	1
5287	0	1	1	0	1	1	0
5288	0	0	0	1	1	1	0
5289	1	1	0	0	1	1	0
5290	1	1	1	0	1	0	1
5291	0	1	1	0	1	0	1
5292	0	0	1	0	1	1	0
5293	1	0	0	0	1	1	0
5294	1	1	1	0	1	0	1
5295	1	1	0	1	1	1	0
5296	1	1	0	0	1	0	0
5297	1	1	0	0	1	0	1
5298	1	0	1	0	0	0	1
5299	0	1	0	1	1	0	1
5300	1	1	0	1	1	1	0
5301	0	1	1	0	1	0	1
5302	1	1	0	1	1	0	0
5303	0	1	1	0	0	1	0
5304	1	1	0	1	1	0	1
5305	1	0	0	1	0	0	1
5306	1	1	1	0	1	0	0
5307	0	0	1	0	1	1	1
5308	1	1	0	1	1	0	1
5309	1	1	0	1	1	0	1
5310	1	0	1	0	1	0	1
5311	1	1	0	1	1	1	0
5312	1	1	0	1	1	0	1
5313	1	1	0	1	1	0	1
5314	1	1	0	1	1	1	0
5315	0	0	1	0	0	1	0
5316	1	1	0	1	0	1	0
5317	1	1	0	1	1	0	1
5318	0	0	1	0	1	0	1
5319	0	1	1	1	1	1	0
5320	0	0	1	0	1	1	0
5321	1	1	0	0	1	0	1
5322	0	1	1	0	1	1	1
5323	1	1	0	1	1	1	0
5324	1	0	1	0	1	0	1
5325	1	0	1	0	0	1	0
5326	0	1	1	0	1	0	1
5327	1	0	1	0	1	0	1
5328	1	1	1	0	0	0	1
5329	1	1	0	1	1	1	0
5330	1	1	0	0	1	0	1
5331	1	1	0	0	1	1	1
5332	1	0	1	0	0	1	0
5333	1	1	0	0	1	0	1
5334	1	1	0	0	1	1	1
5335	1	1	0	0	1	0	1
5336	1	0	1	0	1	0	1
5337	1	1	0	0	1	1	0
5338	1	1	0	0	1	1	0
5339	1	1	0	0	1	0	0
5340	1	0	1	0	1	0	1
5341	1	0	1	0	1	0	1
5342	1	1	0	1	0	1	0
5343	1	1	0	0	1	0	1
5344	1	1	1	0	0	0	1
5345	1	1	0	0	0	1	0
5346	1	1	0	0	1	0	1
5347	1	1	0	1	1	0	1
5348	1	1	1	1	1	0	1
5349	1	1	0	0	0	0	1
5350	1	1	0	1	1	0	1
5351	1	1	0	1	1	0	1
5352	1	1	0	0	1	1	0
5353	0	1	1	0	0	0	1
5354	1	1	0	1	1	1	0
5355	1	0	0	0	1	0	1
5356	0	1	0	1	1	0	1
5357	0	1	1	0	1	0	1
5358	1	0	1	0	1	0	0
5359	1	1	0	1	1	0	1
5360	1	1	0	0	1	0	1
5361	1	0	1	0	1	1	0
5362	1	1	0	0	1	0	0
5363	1	1	0	0	1	0	1
5364	1	1	0	1	1	1	0
5365	0	1	1	0	1	0	1
5366	1	1	0	0	1	1	1
5367	1	1	0	1	1	0	1
5368	1	1	0	1	1	1	0
5369	1	1	0	0	0	1	0
5370	1	0	0	1	1	1	1
5371	1	1	0	1	1	0	0
5372	1	0	1	0	1	0	1
5373	0	1	1	0	0	1	0
5374	1	1	0	1	1	1	0
5375	1	1	0	1	1	1	1
5376	1	1	0	0	1	0	1
5377	1	1	0	0	0	1	0
5378	1	1	0	1	1	0	1
5379	1	1	0	1	1	0	1
5380	1	0	0	1	1	0	0
5381	1	1	0	1	1	0	1
5382	1	1	0	1	1	1	0
5383	0	1	1	0	1	1	0
5384	0	1	1	0	1	1	0
5385	1	0	0	1	1	0	0
5386	1	1	0	1	1	0	1
5387	1	0	0	1	0	1	0
5388	1	1	0	1	0	0	1
5389	0	1	0	0	0	1	1
5390	0	0	1	0	0	0	0
5391	1	1	0	1	1	0	1
5392	1	1	0	1	1	0	1
5393	1	0	0	1	1	0	1
5394	1	1	0	1	1	0	1
5395	0	1	1	0	1	0	1
5396	1	1	0	1	1	0	1
5397	1	0	1	0	0	0	0
5398	1	1	0	0	1	1	0
5399	0	1	1	1	1	0	1
5400	1	1	0	1	1	1	0
5401	1	1	0	1	1	0	0
5402	1	1	0	1	1	0	1
5403	0	1	1	0	1	0	0
5404	1	1	0	0	1	1	0
5405	1	1	0	0	1	0	1
5406	1	0	0	1	1	0	1
5407	1	1	0	1	1	0	1
5408	1	0	0	1	1	0	0
5409	1	1	0	1	1	0	0
5410	1	1	0	1	1	1	0
5411	1	1	0	1	1	0	1
5412	0	1	1	0	1	0	1
5413	1	1	0	1	1	0	1
5414	1	1	0	1	1	1	0
5415	1	0	1	0	1	0	1
5416	1	1	0	1	1	0	1
5417	1	1	0	1	1	0	1
5418	1	0	0	0	1	1	0
5419	0	1	1	0	1	1	0
5420	0	0	1	1	0	1	0
5421	1	0	0	1	1	0	1
5422	0	1	0	1	1	1	0
5423	1	1	0	0	1	0	1
5424	1	1	0	1	0	0	1
5425	1	1	1	0	0	0	0
5426	1	1	0	0	1	1	0
5427	1	1	0	1	1	0	1
5428	1	0	0	1	1	0	1
5429	0	1	1	0	1	1	0
5430	1	1	0	1	1	0	1
5431	1	1	0	1	1	1	0
5432	0	1	1	0	1	0	1
5433	0	1	1	0	1	1	0
5434	1	1	0	1	1	0	1
5435	0	1	1	0	1	0	1
5436	1	1	0	0	0	0	1
5437	1	1	0	1	1	0	1
5438	1	1	1	0	1	1	0
5439	1	1	0	0	1	0	1
5440	1	1	0	0	0	0	0
5441	0	1	1	0	1	0	1
5442	1	1	1	0	1	1	1
5443	1	1	0	1	1	1	1
5444	1	1	0	1	1	1	1
5445	1	1	0	1	1	1	0
5446	1	0	0	1	1	0	0
5447	1	1	0	1	1	1	0
5448	1	0	1	0	0	0	1
5449	1	0	0	0	1	0	1
5450	0	1	0	0	0	1	0
5451	1	1	0	1	0	1	0
5452	1	1	0	1	1	0	1
5453	1	1	0	1	1	0	1
5454	0	1	1	0	0	1	0
5455	1	1	0	0	1	1	0
5456	1	0	1	1	1	0	0
5457	1	1	0	1	0	1	0
5458	1	1	0	0	1	0	1
5459	1	1	0	1	1	0	1
5460	1	1	1	0	1	0	1
5461	0	1	1	0	1	0	1
5462	1	1	0	1	1	0	1
5463	1	1	0	0	1	0	1
5464	1	1	0	1	1	1	0
5465	0	0	1	0	1	0	1
5466	1	0	0	0	1	0	1
5467	1	1	0	1	0	0	1
5468	0	1	1	0	1	0	0
5469	1	1	0	1	1	0	1
5470	1	1	0	1	1	1	0
5471	1	1	0	0	1	0	0
5472	1	0	1	0	0	1	0
5473	1	1	0	1	1	0	0
5474	1	0	0	1	1	1	0
5475	1	1	0	1	1	0	1
5476	1	1	0	0	1	0	1
5477	0	1	1	0	1	1	0
5478	0	1	1	0	1	0	0
5479	1	1	0	1	1	0	1
5480	1	0	0	1	1	0	1
5481	0	1	1	0	1	0	1
5482	0	1	1	0	1	0	0
5483	1	1	0	0	1	0	1
5484	1	1	0	1	0	0	0
5485	1	1	0	0	0	0	1
5486	1	1	0	1	1	0	1
5487	1	1	0	1	1	1	0
5488	1	1	0	1	1	1	0
5489	0	0	1	0	0	0	1
5490	1	1	0	1	1	0	1
5491	1	1	0	0	0	1	0
5492	1	1	0	0	1	0	1
5493	1	1	1	0	1	0	0
5494	1	0	0	0	1	0	1
5495	1	1	0	0	1	0	1
5496	1	1	0	1	1	0	1
5497	1	0	0	1	0	0	1
5498	1	1	0	1	1	1	0
5499	0	1	1	0	1	0	1
5500	1	1	1	0	0	0	0
5501	1	0	0	1	1	0	1
5502	1	1	0	1	1	0	1
5503	1	1	1	0	1	0	1
5504	1	1	0	1	0	0	1
5505	1	1	0	0	1	0	1
5506	1	1	0	0	0	0	1
5507	1	1	0	1	1	0	1
5508	1	1	0	1	1	0	1
5509	0	1	1	0	0	0	1
5510	0	1	1	0	1	0	1
5511	1	1	0	1	1	0	1
5512	1	1	1	1	0	1	0
5513	0	1	1	0	1	1	0
5514	1	0	1	0	1	0	1
5515	1	1	0	1	1	1	0
5516	1	1	0	0	1	0	0
5517	1	1	0	1	1	0	1
5518	0	1	1	0	1	0	1
5519	1	1	0	1	1	0	1
5520	1	1	0	1	1	1	0
5521	1	1	0	1	1	1	0
5522	0	1	1	0	0	0	1
5523	1	1	1	1	1	0	1
5524	1	1	0	1	1	0	0
5525	1	1	0	1	1	0	0
5526	1	1	0	1	1	0	1
5527	0	1	1	0	0	1	0
5528	1	1	0	1	1	1	0
5529	1	1	0	0	0	1	0
5530	1	1	0	1	0	0	1
5531	1	0	0	1	1	0	1
5532	1	1	0	0	1	1	0
5533	1	1	0	0	1	1	0
5534	1	1	0	1	1	0	1
5535	0	1	1	0	1	0	1
5536	1	1	0	0	0	1	0
5537	1	1	0	0	1	0	1
5538	1	1	0	0	1	0	1
5539	0	0	1	0	0	0	1
5540	1	1	0	0	1	0	1
5541	1	1	0	0	1	0	1
5542	1	0	1	0	0	1	0
5543	0	1	1	0	0	0	1
5544	1	1	1	0	1	0	1
5545	1	0	1	0	0	0	1
5546	1	1	0	0	1	0	0
5547	1	1	0	1	1	0	1
5548	1	1	1	0	1	1	1
5549	1	0	1	0	1	0	1
5550	1	1	0	1	1	0	1
5551	1	1	0	0	1	1	0
5552	1	1	0	0	1	1	0
5553	1	1	0	0	1	1	1
5554	1	1	0	1	1	0	1
5555	1	1	0	0	1	1	0
5556	1	1	0	1	1	0	1
5557	1	1	0	1	1	1	0
5558	0	0	1	1	0	1	0
5559	0	1	0	1	1	0	0
5560	1	1	0	1	1	0	1
5561	1	1	0	1	1	0	1
5562	1	0	0	0	1	1	0
5563	1	1	0	0	1	0	1
5564	0	0	1	0	0	1	0
5565	0	1	1	0	0	0	1
5566	0	1	1	0	1	1	0
5567	1	1	0	1	1	1	0
5568	1	1	0	0	1	1	1
5569	0	1	1	0	1	1	1
5570	1	1	0	1	1	0	1
5571	1	1	0	1	1	1	0
5572	1	1	0	1	1	1	0
5573	1	1	0	1	1	0	1
5574	1	1	0	1	1	0	1
5575	1	1	0	0	1	1	0
5576	1	1	0	1	1	1	0
5577	1	1	0	0	1	0	1
5578	1	1	1	1	1	0	1
5579	1	1	0	0	1	0	1
5580	1	1	0	1	1	0	1
5581	0	1	1	0	0	0	1
5582	1	1	0	0	1	0	1
5583	0	1	1	0	1	1	0
5584	1	1	0	1	1	0	1
5585	1	0	1	0	0	1	0
5586	1	0	1	0	0	0	1
5587	1	1	0	0	1	1	0
5588	1	1	0	0	1	0	1
5589	1	1	0	1	1	0	0
5590	0	1	1	0	1	1	0
5591	1	0	0	1	1	0	0
5592	1	1	0	1	1	0	1
5593	1	1	0	1	1	0	1
5594	1	0	0	0	1	1	1
5595	1	1	0	0	1	0	1
5596	1	1	0	0	0	1	0
5597	1	0	1	0	1	1	0
5598	1	1	0	1	1	0	1
5599	1	1	1	0	1	0	1
5600	1	1	0	1	1	1	0
5601	1	1	1	0	0	1	0
5602	1	0	0	0	1	0	0
5603	1	1	0	1	1	0	1
5604	1	1	0	0	1	0	0
5605	1	1	0	1	1	0	1
5606	1	1	1	0	1	1	0
5607	1	1	0	1	1	0	1
5608	1	1	0	1	1	1	0
5609	1	1	0	1	1	1	0
5610	0	1	1	0	1	0	0
5611	1	0	1	0	1	0	1
5612	1	1	0	0	1	0	1
5613	0	1	0	1	1	0	1
5614	1	1	1	1	1	1	0
5615	1	1	0	1	1	0	1
5616	1	1	0	0	0	0	1
5617	1	1	0	0	1	0	1
5618	1	1	0	0	1	0	1
5619	1	1	0	1	1	0	1
5620	0	1	1	0	1	0	1
5621	1	1	0	0	0	1	0
5622	0	1	1	0	0	0	0
5623	1	1	0	1	1	0	1
5624	0	1	1	0	1	0	1
5625	1	1	0	1	1	0	0
5626	0	1	1	0	0	0	1
5627	1	1	0	1	1	0	1
5628	1	1	0	0	1	0	0
5629	1	1	0	0	1	0	1
5630	1	0	1	0	1	0	1
5631	1	1	0	0	1	0	1
5632	0	0	1	0	1	1	1
5633	0	0	1	1	1	0	1
5634	1	1	0	0	0	0	0
5635	1	1	0	0	1	0	1
5636	1	1	0	0	0	0	1
5637	1	1	1	0	1	0	0
5638	1	1	0	1	0	0	1
5639	1	1	1	0	1	1	0
5640	1	1	0	1	1	1	0
5641	1	1	0	0	1	0	1
5642	1	1	0	1	1	1	1
5643	0	1	1	0	1	0	1
5644	1	1	0	1	1	0	0
5645	1	1	0	1	1	1	0
5646	1	0	0	0	1	0	1
5647	1	1	0	1	0	0	1
5648	0	1	1	0	1	0	1
5649	1	0	0	1	0	0	1
5650	0	0	1	0	1	0	1
5651	1	1	0	1	1	0	1
5652	1	1	0	1	1	0	0
5653	1	1	0	1	1	0	1
5654	1	1	0	1	1	0	1
5655	1	1	0	1	1	0	1
5656	1	0	0	1	1	0	1
5657	1	1	0	0	1	0	1
5658	0	0	1	0	1	0	1
5659	1	0	1	1	1	0	1
5660	1	1	0	1	1	0	1
5661	1	0	0	1	1	0	1
5662	0	1	1	0	0	1	0
5663	0	1	1	0	1	1	0
5664	1	1	0	0	1	1	0
5665	1	1	0	0	1	1	0
5666	1	1	0	0	1	1	0
5667	1	1	0	1	1	0	1
5668	1	1	0	0	1	0	1
5669	1	1	0	1	1	1	0
5670	0	1	1	0	0	1	0
5671	1	0	0	0	1	0	1
5672	1	1	0	1	1	0	1
5673	0	1	1	0	1	1	0
5674	1	0	1	0	0	0	1
5675	0	0	0	1	1	1	0
5676	0	1	1	0	1	1	0
5677	0	1	1	0	1	1	0
5678	1	1	0	1	1	0	1
5679	0	1	1	0	1	1	0
5680	0	1	1	0	1	1	0
5681	0	1	1	1	1	0	1
5682	1	1	0	1	1	0	1
5683	1	1	0	1	1	0	1
5684	0	1	1	0	0	1	0
5685	1	1	0	1	1	0	0
5686	1	1	0	0	1	1	0
5687	1	1	1	0	1	0	1
5688	1	0	1	0	0	0	1
5689	1	0	0	1	1	0	1
5690	1	1	0	1	1	0	1
5691	0	1	1	0	1	0	1
5692	1	0	0	0	1	0	1
5693	1	0	0	1	1	1	0
5694	1	0	1	0	1	0	1
5695	1	1	0	1	1	1	0
5696	1	1	0	0	1	0	1
5697	1	1	0	0	1	0	1
5698	1	1	0	0	1	0	1
5699	1	1	0	1	1	0	1
5700	1	1	0	1	1	0	1
5701	1	1	0	1	1	0	1
5702	1	0	0	1	1	1	0
5703	0	1	1	0	1	0	0
5704	1	1	0	0	1	0	0
5705	1	1	0	0	0	0	1
5706	1	1	0	1	1	1	0
5707	1	1	0	1	1	0	1
5708	1	0	0	0	1	0	0
5709	1	1	0	0	1	0	0
5710	1	0	1	0	1	1	0
5711	1	1	0	0	1	0	0
5712	1	1	0	1	0	0	1
5713	0	1	1	0	0	1	1
5714	1	1	0	0	1	0	1
5715	1	0	0	1	1	1	0
5716	1	1	0	0	1	0	0
5717	0	1	1	0	1	0	1
5718	1	1	0	1	1	0	1
5719	1	0	1	0	0	0	1
5720	1	1	0	1	1	1	1
5721	1	1	0	0	1	0	1
5722	1	0	1	1	1	1	0
5723	0	1	1	0	1	1	0
5724	1	1	0	1	1	0	1
5725	1	1	0	1	1	1	0
5726	0	1	1	0	1	0	1
5727	1	1	0	0	1	0	1
5728	1	1	0	0	1	0	1
5729	1	1	0	0	1	1	0
5730	1	0	1	0	0	0	1
5731	1	0	0	1	1	0	1
5732	1	1	0	0	1	1	1
5733	1	1	0	1	1	0	1
5734	0	1	0	0	1	0	1
5735	0	1	1	0	0	1	0
5736	1	1	0	1	1	0	1
5737	0	1	1	0	1	0	1
5738	1	1	0	1	1	1	0
5739	1	1	0	0	1	0	1
5740	1	1	1	0	0	1	0
5741	1	1	0	1	1	0	0
5742	0	1	1	0	0	1	0
5743	1	1	0	0	1	1	0
5744	1	1	0	0	0	1	0
5745	0	1	0	1	1	1	0
5746	0	0	0	0	1	0	1
5747	1	1	1	1	1	0	0
5748	1	1	0	0	1	0	1
5749	1	1	0	0	1	0	1
5750	1	1	0	0	1	0	1
5751	0	1	1	0	0	0	0
5752	1	1	0	1	1	0	1
5753	1	1	0	1	1	0	1
5754	1	0	0	0	0	0	1
5755	1	1	1	0	0	0	1
5756	1	1	0	1	1	0	1
5757	1	1	0	1	0	1	0
5758	1	0	0	0	1	0	1
5759	1	0	1	0	1	0	1
5760	1	1	0	1	1	0	1
5761	0	1	1	0	1	0	1
5762	1	1	1	0	1	0	1
5763	1	1	0	0	1	0	0
5764	1	1	0	1	1	1	0
5765	0	1	1	0	1	1	0
5766	1	1	0	1	1	0	1
5767	1	1	0	1	1	0	1
5768	1	1	0	1	1	1	0
5769	1	1	0	1	1	1	0
5770	1	1	0	0	1	0	1
5771	1	0	1	0	1	0	1
5772	1	0	1	0	1	1	1
5773	0	1	1	0	1	0	1
5774	1	1	0	1	1	0	1
5775	1	0	0	1	1	0	1
5776	1	1	0	0	1	0	1
5777	0	1	1	0	0	1	0
5778	1	1	0	1	1	0	1
5779	1	1	0	0	1	1	0
5780	1	1	0	1	1	0	1
5781	0	0	0	1	1	0	1
5782	0	1	1	0	1	0	1
5783	1	1	0	0	1	0	1
5784	1	0	1	1	0	0	1
5785	1	1	0	0	1	0	0
5786	1	1	0	1	1	1	0
5787	1	1	0	1	1	0	0
5788	0	1	1	0	1	1	0
5789	1	1	0	1	1	0	1
5790	1	0	0	1	1	0	0
5791	0	1	1	0	0	0	1
5792	1	1	0	0	1	0	1
5793	1	1	0	1	1	0	1
5794	1	0	0	0	1	0	1
5795	1	1	0	1	1	0	1
5796	1	1	0	0	1	0	1
5797	1	1	0	1	1	0	1
5798	1	1	0	1	1	1	0
5799	1	1	1	1	1	0	0
5800	1	0	0	1	1	1	0
5801	1	0	0	0	1	0	1
5802	0	1	0	1	1	1	0
5803	1	1	0	0	1	1	0
5804	1	1	0	1	1	0	0
5805	1	1	0	0	1	1	0
5806	1	0	1	0	0	1	0
5807	1	1	0	1	1	0	1
5808	0	1	1	0	1	0	0
5809	1	1	0	0	1	0	1
5810	1	0	1	0	1	0	1
5811	1	1	0	1	1	0	1
5812	1	1	0	1	1	0	1
5813	1	0	0	1	1	0	0
5814	0	1	1	0	0	0	1
5815	1	0	1	0	0	1	0
5816	1	0	0	0	1	1	0
5817	1	0	1	0	0	0	0
5818	0	1	1	1	0	0	1
5819	0	1	1	1	1	0	1
5820	1	1	0	1	1	0	1
5821	1	1	0	1	1	1	0
5822	0	1	1	0	1	0	1
5823	1	1	0	0	1	1	0
5824	0	1	1	0	1	0	1
5825	1	1	0	0	0	0	0
5826	1	1	0	1	1	1	0
5827	1	1	0	0	1	1	0
5828	1	1	0	1	1	0	1
5829	1	1	0	0	1	0	1
5830	1	1	0	0	1	1	0
5831	1	0	0	1	1	1	0
5832	1	1	0	0	1	0	0
5833	1	1	0	1	1	1	0
5834	1	1	0	1	1	0	1
5835	1	1	0	1	0	0	1
5836	1	1	0	1	1	1	0
5837	1	1	0	0	1	0	1
5838	1	1	0	1	1	1	0
5839	1	1	0	1	1	1	0
5840	1	1	0	1	1	0	1
5841	1	1	0	1	1	0	0
5842	1	0	1	0	0	0	1
5843	1	1	0	1	0	0	1
5844	1	1	0	1	1	0	0
5845	1	0	0	1	1	0	0
5846	1	0	1	0	0	0	0
5847	1	1	0	0	0	1	0
5848	1	0	1	0	1	0	1
5849	1	1	0	1	1	0	1
5850	1	0	1	0	1	1	0
5851	0	1	1	0	1	0	0
5852	1	1	0	0	1	0	1
5853	1	0	1	0	1	1	0
5854	0	1	0	0	1	1	0
5855	1	1	0	0	1	0	1
5856	1	1	0	0	1	0	0
5857	1	1	0	1	1	0	0
5858	1	1	0	1	1	0	0
5859	1	1	0	1	1	0	1
5860	0	1	1	0	1	0	1
5861	1	1	0	1	1	0	1
5862	1	0	0	1	1	1	0
5863	0	1	1	0	1	0	1
5864	0	1	1	0	0	0	1
5865	1	1	0	1	1	0	1
5866	1	1	0	1	1	1	0
5867	1	0	0	1	1	0	0
5868	1	1	1	0	1	1	0
5869	1	1	0	0	0	0	1
5870	0	1	1	0	1	1	0
5871	1	0	0	1	1	0	1
5872	0	1	1	0	1	0	0
5873	1	1	0	0	1	0	1
5874	1	1	0	1	1	0	1
5875	1	0	1	0	0	0	1
5876	1	1	0	1	1	0	1
5877	1	1	0	0	1	0	1
5878	1	1	1	0	0	1	0
5879	0	1	1	0	0	1	1
5880	1	1	0	1	1	1	0
5881	1	1	0	1	1	1	0
5882	1	0	1	0	1	0	0
5883	0	1	1	0	1	0	1
5884	1	0	0	0	1	0	1
5885	1	1	0	1	1	0	1
5886	1	1	0	1	1	0	1
5887	1	1	0	0	1	0	1
5888	1	0	0	1	1	1	0
5889	1	1	1	0	1	1	0
5890	0	1	1	0	1	1	0
5891	1	1	0	1	1	0	1
5892	1	1	0	1	1	0	1
5893	0	0	1	0	1	0	1
5894	1	1	0	1	1	0	1
5895	1	1	0	0	1	1	0
5896	1	1	0	0	1	0	1
5897	1	0	0	1	1	1	0
5898	0	1	1	0	1	1	0
5899	0	1	1	0	1	0	1
5900	1	1	0	0	1	0	1
5901	0	1	1	0	1	0	1
